timestamp,price,quantity,buyer_id,seller_id,is_toxic,buyer_type,seller_type
402,468.9349086753513,1,8,1,False,uninformed,market_maker
402,475.8897874588246,1,8,1,False,uninformed,market_maker
402,478.011775219752,1,8,1,False,uninformed,market_maker
403,480.8818608531021,1,9,1,False,uninformed,market_maker
404,484.72891573992695,1,14,1,False,uninformed,market_maker
406,488.8491115237163,1,6,1,False,uninformed,market_maker
406,489.33796063524005,1,6,1,False,uninformed,market_maker
407,493.98667126127486,1,5,1,False,uninformed,market_maker
407,486.64660185174625,1,1,14,False,market_maker,uninformed
407,482.0597559654051,1,1,14,False,market_maker,uninformed
412,481.57817778761745,1,1,6,False,market_maker,uninformed
413,486.39829376909375,1,11,1,False,uninformed,market_maker
413,488.34412990036077,1,11,1,False,uninformed,market_maker
413,488.34412990036077,1,13,1,False,uninformed,market_maker
421,488.34412990036077,1,13,1,False,uninformed,market_maker
421,488.34412990036077,1,13,1,False,uninformed,market_maker
423,489.5613603133433,1,12,1,False,uninformed,market_maker
423,490.1705623555705,1,12,1,False,uninformed,market_maker
424,490.4736403715785,1,7,1,False,uninformed,market_maker
424,490.6244216845425,1,7,1,False,uninformed,market_maker
424,490.699435387742,1,7,1,False,uninformed,market_maker
425,490.701462579553,1,1,1,False,market_maker,market_maker
426,490.7146029803971,1,1,1,False,market_maker,market_maker
427,491.3361336154912,1,1,1,False,market_maker,market_maker
428,492.7785070738748,1,10,1,False,uninformed,market_maker
429,494.6563121745281,1,1,1,False,market_maker,market_maker
430,494.66495518774525,1,1,1,False,market_maker,market_maker
431,494.9357448928461,1,1,1,False,market_maker,market_maker
431,495.416203428329,1,2,1,False,informed,market_maker
431,498.22986239891566,1,2,1,False,informed,market_maker
431,498.2728534721164,1,2,1,False,informed,market_maker
431,498.40946987254114,1,2,1,False,informed,market_maker
433,501.2645059321001,1,1,4,False,market_maker,informed
433,492.72402020988113,1,1,4,False,market_maker,informed
433,489.4682361052606,1,1,4,False,market_maker,informed
433,487.3727938535437,1,1,4,False,market_maker,informed
433,485.10157584320547,1,1,4,False,market_maker,informed
433,483.4707368054376,1,1,4,False,market_maker,informed
433,483.4118200106964,1,1,5,False,market_maker,uninformed
433,483.3379203723958,1,1,5,False,market_maker,uninformed
433,504.02739480081533,1,11,1,False,uninformed,market_maker
435,508.07926144679993,1,2,1,True,informed,market_maker
437,512.4197445282077,1,8,1,False,uninformed,market_maker
440,517.0850735457515,1,7,1,False,uninformed,market_maker
441,520.1817872242956,1,1,1,False,market_maker,market_maker
442,522.0464079160911,1,1,13,False,market_maker,uninformed
443,523.5621715619279,1,12,1,False,uninformed,market_maker
443,525.0092297635097,1,12,1,False,uninformed,market_maker
444,525.2720400378876,1,1,1,False,market_maker,market_maker
445,528.8255231100911,1,15,1,False,uninformed,market_maker
446,530.6265378076869,1,1,1,False,market_maker,market_maker
446,527.3422273192898,1,1,4,True,market_maker,informed
446,521.7889407697269,1,1,4,True,market_maker,informed
446,516.9926699224028,1,1,4,True,market_maker,informed
446,513.9034524450025,1,1,4,True,market_maker,informed
446,509.32765024130697,1,1,4,True,market_maker,informed
446,505.01580210283885,1,1,4,True,market_maker,informed
446,483.18937838586197,1,1,4,True,market_maker,informed
446,482.8908015285076,1,1,4,True,market_maker,informed
449,510.2274186071417,1,1,10,False,market_maker,uninformed
449,509.6982528124502,1,1,10,False,market_maker,uninformed
449,508.64346649057245,1,1,10,False,market_maker,uninformed
452,496.6148919264008,1,1,3,True,market_maker,informed
452,495.7926989627569,1,1,3,True,market_maker,informed
452,482.290647041363,1,1,3,True,market_maker,informed
452,481.08430636368547,1,1,3,True,market_maker,informed
452,481.08430636368547,1,1,3,True,market_maker,informed
452,481.08430636368547,1,1,3,True,market_maker,informed
452,481.08430636368547,1,1,3,True,market_maker,informed
452,479.16739742961266,1,1,3,True,market_maker,informed
453,485.5633661738216,1,1,13,False,market_maker,uninformed
453,477.51568782713036,1,1,13,False,market_maker,uninformed
453,475.14168958640187,1,1,13,False,market_maker,uninformed
456,471.1251765463872,1,1,7,False,market_maker,uninformed
456,469.37098255054497,1,1,7,False,market_maker,uninformed
459,466.47257087956746,1,9,1,False,uninformed,market_maker
460,466.70219240284433,1,14,1,False,uninformed,market_maker
460,467.55502491155875,1,14,1,False,uninformed,market_maker
460,469.6748607578015,1,14,1,False,uninformed,market_maker
464,466.0175585500725,1,1,2,True,market_maker,informed
464,464.8427655003335,1,1,2,True,market_maker,informed
464,464.8405255470802,1,1,2,True,market_maker,informed
464,464.28343446191474,1,1,2,True,market_maker,informed
464,462.75727202841466,1,1,2,True,market_maker,informed
464,461.96600684740025,1,1,2,True,market_maker,informed
464,461.7294294754712,1,1,2,True,market_maker,informed
467,456.6817871335758,1,1,9,False,market_maker,uninformed
467,454.17894691381616,1,1,9,False,market_maker,uninformed
469,449.01364139044904,1,1,11,False,market_maker,uninformed
474,443.82999519345867,1,1,1,False,market_maker,market_maker
474,440.7843994855443,1,1,9,False,market_maker,uninformed
477,435.750058355885,1,1,1,False,market_maker,market_maker
478,432.24590880900007,1,1,11,False,market_maker,uninformed
478,438.76619022343493,1,14,1,False,uninformed,market_maker
478,447.46208296658267,1,14,1,False,uninformed,market_maker
479,445.66079779818773,1,14,1,False,uninformed,market_maker
479,452.9857471803898,1,14,1,False,uninformed,market_maker
481,446.4185399121391,1,6,1,False,uninformed,market_maker
481,449.3425439179099,1,6,1,False,uninformed,market_maker
481,458.23165024863715,1,6,1,False,uninformed,market_maker
486,449.251007658908,1,1,1,False,market_maker,market_maker
489,446.9434192817609,1,1,1,False,market_maker,market_maker
489,447.088978424964,1,12,1,False,uninformed,market_maker
489,447.975075198829,1,12,1,False,uninformed,market_maker
490,445.8833116177356,1,1,11,False,market_maker,uninformed
490,445.58545315480194,1,1,11,False,market_maker,uninformed
490,445.32218354749205,1,1,11,False,market_maker,uninformed
491,445.41240168846457,1,3,1,True,informed,market_maker
491,447.85315594653366,1,3,1,True,informed,market_maker
491,449.7000823388766,1,3,1,True,informed,market_maker
491,450.83280536281285,1,3,1,True,informed,market_maker
491,444.1852089137053,1,1,10,False,market_maker,uninformed
492,448.65877918400815,1,9,1,False,uninformed,market_maker
494,447.6988186940346,1,9,1,False,uninformed,market_maker
494,449.27123325305786,1,9,1,False,uninformed,market_maker
496,449.99793174387975,1,3,1,True,informed,market_maker
