timestamp,mid_price,spread,bid_price_1,bid_size_1,bid_price_2,bid_size_2,bid_price_3,bid_size_3,bid_price_4,bid_size_4,bid_price_5,bid_size_5,ask_price_1,ask_size_1,ask_price_2,ask_size_2,ask_price_3,ask_size_3,ask_price_4,ask_size_4,ask_price_5,ask_size_5,imbalance
0,250.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0
1,249.375,0.0,,,,,,,,,,,250.625,2.0,,,,,,,,,-1.0
2,248.50218750000002,0.0,,,,,,,,,,,249.7490625,2.0,250.625,2.0,,,,,,,-1.0
3,248.00518312500003,1.2425109375000147,247.38392765625002,2.0,,,,,,,,,248.62643859375004,2.0,249.7490625,2.0,250.625,2.0,,,,,-0.5
4,248.00518312500003,1.2425109375000147,247.38392765625002,2.0,246.88915980093753,2.0,,,,,,,248.62643859375004,2.0,249.7490625,2.0,250.625,2.0,,,,,-0.2
5,248.00518312500003,1.2425109375000147,247.38392765625002,2.0,247.13716498406254,2.0,246.88915980093753,2.0,,,,,248.62643859375004,1.0,249.7490625,2.0,250.625,2.0,,,,,0.09090909090909091
6,248.06780567625003,1.117265835000012,247.50917275875003,2.0,247.38392765625002,2.0,247.13716498406254,2.0,246.88915980093753,2.0,,,248.62643859375004,1.0,248.749198674375,2.0,249.7490625,2.0,250.625,2.0,,,0.06666666666666667
7,248.0990543293238,1.0547685288524917,247.57167006489755,2.0,247.50917275875003,2.0,247.38392765625002,2.0,247.13716498406254,2.0,246.88915980093753,2.0,248.62643859375004,1.0,248.749198674375,2.0,248.8120090932788,2.0,249.7490625,2.0,250.625,2.0,0.05263157894736842
8,248.17602744752008,1.1463424537098774,247.60285622066513,2.0,247.57167006489755,2.0,247.50917275875003,2.0,247.38392765625002,2.0,247.13716498406254,2.0,248.749198674375,1.0,248.8120090932788,2.0,248.84335149231177,2.0,249.7490625,2.0,250.625,2.0,0.05263157894736842
9,248.3385250472238,0.8213472543024238,247.92785142007259,2.0,247.60285622066513,2.0,247.57167006489755,2.0,247.50917275875003,2.0,247.38392765625002,2.0,248.749198674375,1.0,248.8120090932788,2.0,248.84335149231177,2.0,249.16873155731017,2.0,249.7490625,2.0,0.05263157894736842
10,248.16043436963628,1.1775286094774629,247.57167006489755,2.0,247.50917275875003,2.0,247.38392765625002,2.0,247.13716498406254,2.0,246.88915980093753,2.0,248.749198674375,1.0,248.8120090932788,2.0,248.84335149231177,2.0,249.16873155731017,2.0,249.3318791474127,2.0,0.05263157894736842
