timestamp,mid_price,spread,bid_price_1,bid_size_1,bid_price_2,bid_size_2,bid_price_3,bid_size_3,bid_price_4,bid_size_4,bid_price_5,bid_size_5,ask_price_1,ask_size_1,ask_price_2,ask_size_2,ask_price_3,ask_size_3,ask_price_4,ask_size_4,ask_price_5,ask_size_5,imbalance
6862,72.9041290512768,0.876516298399423,72.46587090207709,1.0,72.37643026275224,1.0,72.27958405808616,1.0,,,,,73.34238720047651,1.0,73.44792795419811,1.0,73.54307782748162,1.0,73.58046553011866,1.0,73.65239978943461,1.0,-0.25
6863,74.86211326261244,0.0,72.46587090207709,1.0,72.37643026275224,1.0,72.27958405808616,1.0,72.22992313477872,1.0,,,,,,,,,,,,,1.0
6864,75.01183748913766,1.0825848220998182,74.47054507808775,1.0,72.46587090207709,1.0,72.37643026275224,1.0,72.27958405808616,1.0,72.22992313477872,1.0,75.55312990018757,1.0,,,,,,,,,0.6666666666666666
6865,75.71052276619015,0.0,74.61319956204171,1.0,74.47054507808775,1.0,72.46587090207709,1.0,72.37643026275224,1.0,72.27958405808616,1.0,,,,,,,,,,,1.0
6866,74.47657035441502,4.021398904675863,72.46587090207709,1.0,72.37643026275224,1.0,72.27958405808616,1.0,72.22992313477872,1.0,,,76.48726980675295,1.0,,,,,,,,,0.6
6867,74.58828520994663,1.0748088155148707,74.0508808021892,1.0,72.46587090207709,1.0,72.37643026275224,1.0,72.27958405808616,1.0,72.22992313477872,1.0,75.12568961770407,1.0,76.48726980675295,1.0,,,,,,,0.42857142857142855
6868,74.58828520994663,1.0748088155148707,74.0508808021892,1.0,72.46587090207709,1.0,72.37643026275224,1.0,72.27958405808616,1.0,72.22992313477872,1.0,75.12568961770407,1.0,76.48726980675295,1.0,,,,,,,0.42857142857142855
6869,74.70016763776155,0.6403003042953515,74.38001748561388,1.0,74.0508808021892,1.0,72.46587090207709,1.0,72.37643026275224,1.0,72.27958405808616,1.0,75.02031778990923,1.0,75.12568961770407,1.0,76.48726980675295,1.0,,,,,0.25
6870,74.70016763776155,0.6403003042953515,74.38001748561388,1.0,74.0508808021892,1.0,72.46587090207709,1.0,72.37643026275224,1.0,72.27958405808616,1.0,75.02031778990923,1.0,75.12568961770407,1.0,76.48726980675295,1.0,,,,,0.25
6871,76.48726980675295,0.0,74.38001748561388,1.0,74.0508808021892,1.0,72.46587090207709,1.0,72.37643026275224,1.0,72.27958405808616,1.0,,,,,,,,,,,1.0
6872,74.0508808021892,0.0,72.46587090207709,1.0,72.37643026275224,1.0,72.27958405808616,1.0,72.22992313477872,1.0,,,,,,,,,,,,,1.0
6873,73.87807937722988,0.0,72.46587090207709,1.0,72.37643026275224,1.0,72.27958405808616,1.0,72.22992313477872,1.0,,,,,,,,,,,,,1.0
6874,74.02583553598434,0.7213808458627682,73.66514511305296,1.0,72.46587090207709,1.0,72.37643026275224,1.0,72.27958405808616,1.0,72.22992313477872,1.0,74.38652595891573,1.0,,,,,,,,,0.6666666666666666
6875,74.53549582887334,0.0,73.81227858523928,1.0,73.66514511305296,1.0,72.46587090207709,1.0,72.37643026275224,1.0,72.27958405808616,1.0,,,,,,,,,,,1.0
6876,74.75910231635996,0.7284208682962117,74.39489188221185,1.0,73.81227858523928,1.0,73.66514511305296,1.0,72.46587090207709,1.0,72.37643026275224,1.0,75.12331275050806,1.0,,,,,,,,,0.6666666666666666
6877,73.67661794264339,2.8933896157293475,72.22992313477872,1.0,,,,,,,,,75.12331275050806,1.0,75.34763551649492,1.0,,,,,,,-0.3333333333333333
6878,73.67661794264339,2.8933896157293475,72.22992313477872,1.0,,,,,,,,,75.12331275050806,1.0,75.34763551649492,1.0,,,,,,,-0.3333333333333333
